student_id,reference_dt,status
5848d63c2d5668827cf9ce58fdacef71,"August 28, 2024",present
9f630efc388be1d53822e5219eb39d47,"August 27, 2024",present
9f630efc388be1d53822e5219eb39d47,"August 28, 2024",present
3c9b308a9d702cf1406d57ecf0159ea0,"August 27, 2024",tardy
3c9b308a9d702cf1406d57ecf0159ea0,"August 28, 2024",tardy
e4a04ee7bb0231a7da5f70e86a2fcc0a,"August 27, 2024",absent
e4a04ee7bb0231a7da5f70e86a2fcc0a,"August 28, 2024",present
3ce1815cd5bd3e6b1efd8b9e1a300f51,"August 27, 2024",present
3ce1815cd5bd3e6b1efd8b9e1a300f51,"August 28, 2024",present
24e1406fd3bebc80d4eb8aac5396cf88,"August 27, 2024",present
24e1406fd3bebc80d4eb8aac5396cf88,"August 28, 2024",present
da9dab5972874f9b423fbd683653b946,"August 27, 2024",absent
da9dab5972874f9b423fbd683653b946,"August 28, 2024",tardy
7b9750b3f187a87c0fd2c2793881f826,"August 27, 2024",present
7b9750b3f187a87c0fd2c2793881f826,"August 28, 2024",present
0c1c795dd6618e7f54142f53526bb13e,"August 27, 2024",present
0c1c795dd6618e7f54142f53526bb13e,"August 28, 2024",present
b13361248696e6dea746fd6cda197275,"August 27, 2024",present
b13361248696e6dea746fd6cda197275,"August 28, 2024",absent
da9dab5972874f9b423fbd683653b946,"August 27, 2024",absent
da9dab5972874f9b423fbd683653b946,"August 28, 2024",present
9bc791e639896f5bd2a3217508f0736e,"August 27, 2024",present
9bc791e639896f5bd2a3217508f0736e,"August 28, 2024",present
2f164f5cd5db46a4286f528f322ff690,"August 27, 2024",absent
2f164f5cd5db46a4286f528f322ff690,"August 28, 2024",absent
05503029248408885a54d17ba248b9f1,"August 27, 2024",present
05503029248408885a54d17ba248b9f1,"August 28, 2024",present
da9dab5972874f9b423fbd683653b946,"August 27, 2024",absent
da9dab5972874f9b423fbd683653b946,"August 28, 2024",absent
e80e0385d79c51a8a41a90db682a4999,"August 27, 2024",tardy
e80e0385d79c51a8a41a90db682a4999,"August 28, 2024",tardy
7204505b12e6267ac909eb14ec6ec233,"August 27, 2024",halfdayExcused
7204505b12e6267ac909eb14ec6ec233,"August 28, 2024",absent
8c697e14900f82469d97f393755d6228,"August 27, 2024",present
8c697e14900f82469d97f393755d6228,"August 28, 2024",present
f80d9bc8d2411390bfc8cc20952dc384,"August 27, 2024",tardy
f80d9bc8d2411390bfc8cc20952dc384,"August 28, 2024",tardy
cdbdb1c503ff4e1cbddd3682f3622715,"August 27, 2024",present
cdbdb1c503ff4e1cbddd3682f3622715,"August 28, 2024",present
bd912ea3be82bfbae160372b62216dcf,"August 27, 2024",present
bd912ea3be82bfbae160372b62216dcf,"August 28, 2024",present
80965d63c80e2cc2b64377f744a4392f,"August 27, 2024",present
80965d63c80e2cc2b64377f744a4392f,"August 28, 2024",absent
7a100f7b83cc452d99d4505cd6af1e21,"August 27, 2024",present
7a100f7b83cc452d99d4505cd6af1e21,"August 28, 2024",present
edc78d27016ddda2adf00755b21755e5,"August 27, 2024",present
edc78d27016ddda2adf00755b21755e5,"August 28, 2024",present
a36318b8f076797aee0949bade2ee234,"August 27, 2024",tardy
a36318b8f076797aee0949bade2ee234,"August 28, 2024",present
3585a737ece3c7e79b84ebc7f9eebe38,"August 27, 2024",present
3585a737ece3c7e79b84ebc7f9eebe38,"August 28, 2024",present
cdf5ba19a6f1267f5d7b9120a608e386,"August 27, 2024",present
cdf5ba19a6f1267f5d7b9120a608e386,"August 28, 2024",present
3ccdea4d2a29cd279e998ecc1e29c170,"August 27, 2024",present
3ccdea4d2a29cd279e998ecc1e29c170,"August 28, 2024",present
99d5b6118afa130e93f97252568c8096,"August 27, 2024",present
99d5b6118afa130e93f97252568c8096,"August 28, 2024",tardy
a00b36d80aa794c1823a4b670082e7ce,"August 27, 2024",present
a00b36d80aa794c1823a4b670082e7ce,"August 28, 2024",present
5ac77ab5d4e56d45cb0e28422ee04514,"August 27, 2024",present
5ac77ab5d4e56d45cb0e28422ee04514,"August 28, 2024",present
370743059437b39ed506de9d57db2deb,"August 27, 2024",present
370743059437b39ed506de9d57db2deb,"August 28, 2024",present
9dee9ccff18d10620f9f23653745be34,"August 27, 2024",present
9dee9ccff18d10620f9f23653745be34,"August 28, 2024",present
da9dab5972874f9b423fbd683653b946,"August 27, 2024",absent
da9dab5972874f9b423fbd683653b946,"August 28, 2024",absent
ce4bf67085541ad8d457fc1066971490,"August 27, 2024",present
ce4bf67085541ad8d457fc1066971490,"August 28, 2024",present
024c904820f8e7032282e2343b92cd0b,"August 27, 2024",absent
024c904820f8e7032282e2343b92cd0b,"August 28, 2024",present
9b27b9aa415e09dc87f1bb3c3db62266,"August 27, 2024",present
9b27b9aa415e09dc87f1bb3c3db62266,"August 28, 2024",present
c1aedac1ae0dfd5a4d800022bed49eea,"August 27, 2024",present
c1aedac1ae0dfd5a4d800022bed49eea,"August 28, 2024",tardy
a2f7663c66943ccb654ab3f9502d0eb2,"August 27, 2024",present
a2f7663c66943ccb654ab3f9502d0eb2,"August 28, 2024",present
4debe5a181a6fd6c2b67c91d8740934a,"August 27, 2024",present
4debe5a181a6fd6c2b67c91d8740934a,"August 28, 2024",present
61f108665b46c3542bacb74e4489a1e2,"August 27, 2024",tardy
61f108665b46c3542bacb74e4489a1e2,"August 28, 2024",tardy
da9dab5972874f9b423fbd683653b946,"August 27, 2024",present
da9dab5972874f9b423fbd683653b946,"August 28, 2024",present
85eac196dac8b02343f917ef85761fc0,"August 27, 2024",absent
85eac196dac8b02343f917ef85761fc0,"August 28, 2024",present
02f641a41221483b6a460d7e5460f533,"August 27, 2024",present
02f641a41221483b6a460d7e5460f533,"August 28, 2024",present
7bc1ac4296129fa13f6b98d84e263ae7,"August 27, 2024",present
7bc1ac4296129fa13f6b98d84e263ae7,"August 28, 2024",present
71fe1aacf6163bda13ab740f248dc64f,"August 27, 2024",present
71fe1aacf6163bda13ab740f248dc64f,"August 28, 2024",present
da9dab5972874f9b423fbd683653b946,"August 27, 2024",absent
da9dab5972874f9b423fbd683653b946,"August 28, 2024",present
9c1fdafe1bf9a952c85f38922350798c,"August 27, 2024",absent
9c1fdafe1bf9a952c85f38922350798c,"August 28, 2024",absent
c4ca78dcd5b2af7e3f5bd58289fe6f8d,"August 27, 2024",present
c4ca78dcd5b2af7e3f5bd58289fe6f8d,"August 28, 2024",present
67795095d879d9174ceb6b5f3314fe01,"August 27, 2024",present
67795095d879d9174ceb6b5f3314fe01,"August 28, 2024",present
230a40f8e359ed066863d8ad154afde4,"August 27, 2024",present
230a40f8e359ed066863d8ad154afde4,"August 28, 2024",present
190bc038e120af25370e259ee6b41814,"August 27, 2024",absentExcused
190bc038e120af25370e259ee6b41814,"August 28, 2024",present
58a8cbbe66cd9043bc2e80dff6734ffd,"August 27, 2024",present
58a8cbbe66cd9043bc2e80dff6734ffd,"August 28, 2024",present
39e08965549ffb87b5d2b0f70c6aaf1c,"August 27, 2024",present
39e08965549ffb87b5d2b0f70c6aaf1c,"August 28, 2024",present
f1c853bc29545200a0524527d56b284d,"August 27, 2024",tardy
f1c853bc29545200a0524527d56b284d,"August 28, 2024",tardy
52829ad3abdd61b422ea03dbe768ab76,"August 27, 2024",tardy
52829ad3abdd61b422ea03dbe768ab76,"August 28, 2024",present
3273ebc4923c0b12436331166a6b2991,"August 27, 2024",tardy
3273ebc4923c0b12436331166a6b2991,"August 28, 2024",tardy
aeac0ba386ab4114c95146bc76f3d7b0,"August 27, 2024",tardy
aeac0ba386ab4114c95146bc76f3d7b0,"August 28, 2024",present
7687bed67a3bb3ea8fbb49221d80bcf1,"August 27, 2024",present
7687bed67a3bb3ea8fbb49221d80bcf1,"August 28, 2024",absent
8fc58c39d8b079e18a1382572831bd7a,"August 27, 2024",present
8fc58c39d8b079e18a1382572831bd7a,"August 28, 2024",present
aa825de85fc8b723834861d4df3fd42d,"August 27, 2024",present
aa825de85fc8b723834861d4df3fd42d,"August 28, 2024",present
87067f3f544b936f5c31d31881a039a6,"August 27, 2024",present
87067f3f544b936f5c31d31881a039a6,"August 28, 2024",present
2ae810e7d58c8c39a40a684acc03d42e,"August 27, 2024",tardy
2ae810e7d58c8c39a40a684acc03d42e,"August 28, 2024",absent
b249c2218dab17be641c62eb3c440180,"August 27, 2024",present
b249c2218dab17be641c62eb3c440180,"August 28, 2024",present
1839ab8edca06b0e5be07ad742a71c20,"August 27, 2024",present
1839ab8edca06b0e5be07ad742a71c20,"August 28, 2024",tardy
d7ff31be4283838679c5c4e03fbb3703,"August 27, 2024",tardy
d7ff31be4283838679c5c4e03fbb3703,"August 28, 2024",present
8ea266032ad1926168b6e947288a4d67,"August 27, 2024",present
8ea266032ad1926168b6e947288a4d67,"August 28, 2024",tardy
dcca42f759f870ffcd57b6bc895c8450,"August 27, 2024",present
dcca42f759f870ffcd57b6bc895c8450,"August 28, 2024",tardy
cccc8d394cd25de7ff48c4158e57d299,"August 27, 2024",tardy
cccc8d394cd25de7ff48c4158e57d299,"August 28, 2024",tardy
7c3723880c67b449a011f701d73d6fe2,"August 27, 2024",present
7c3723880c67b449a011f701d73d6fe2,"August 28, 2024",present
a58ff8e5f4f625ec4804c0ef04d411e9,"August 27, 2024",present
a58ff8e5f4f625ec4804c0ef04d411e9,"August 28, 2024",present
e0dc6837e32e683d09061eb7af3a954c,"August 27, 2024",present
e0dc6837e32e683d09061eb7af3a954c,"August 28, 2024",tardy
6a3c51140d766ac82dfc33fdb3b4ae1e,"August 27, 2024",present
6a3c51140d766ac82dfc33fdb3b4ae1e,"August 28, 2024",present
98750a0a09e527627c98ad1ec82b099e,"August 27, 2024",present
98750a0a09e527627c98ad1ec82b099e,"August 28, 2024",present
30e08ebabd380ebb4dac23ef67683966,"August 27, 2024",tardy
30e08ebabd380ebb4dac23ef67683966,"August 28, 2024",tardy
380c88d9d881b3e4d9ab1a8109b352d4,"August 27, 2024",present
380c88d9d881b3e4d9ab1a8109b352d4,"August 28, 2024",present
21f3bf2fd561eb7a13b5cea5f0b2f3dd,"August 27, 2024",present
21f3bf2fd561eb7a13b5cea5f0b2f3dd,"August 28, 2024",present
a4936f6aad7d3464ef032750a262c15d,"August 27, 2024",present
a4936f6aad7d3464ef032750a262c15d,"August 28, 2024",present
4b083918cec77c40258fd5c1c6d1f45a,"August 27, 2024",tardy
4b083918cec77c40258fd5c1c6d1f45a,"August 28, 2024",present
340aea2e0168c5509c97a097481c30ee,"August 27, 2024",tardy
340aea2e0168c5509c97a097481c30ee,"August 28, 2024",present
fd57ca90f4b09565b5519e40ffbdc000,"August 27, 2024",present
fd57ca90f4b09565b5519e40ffbdc000,"August 28, 2024",present
fe03c7dba401159780eaf6a45156e5ba,"August 27, 2024",present
fe03c7dba401159780eaf6a45156e5ba,"August 28, 2024",tardy
af434b23ee5089a1cddc97eb69fb79d1,"August 27, 2024",tardy
af434b23ee5089a1cddc97eb69fb79d1,"August 28, 2024",present
5ec7eb2854e318209683b5d6f10ffb65,"August 27, 2024",present
5ec7eb2854e318209683b5d6f10ffb65,"August 28, 2024",present
f12b10d1aa1fc60434580c9ea6e09fda,"August 27, 2024",present
f12b10d1aa1fc60434580c9ea6e09fda,"August 28, 2024",present
654d25a16ad38e5aef054fea830cb367,"August 27, 2024",present
654d25a16ad38e5aef054fea830cb367,"August 28, 2024",present
2fb20c40b37a3aa224036e5bd37a135b,"August 27, 2024",present
2fb20c40b37a3aa224036e5bd37a135b,"August 28, 2024",present
e1c72a9364b07ac912a0ae62f4e29364,"August 27, 2024",present
e1c72a9364b07ac912a0ae62f4e29364,"August 28, 2024",present
b662da02b2ac31a0d1e92c5cb92c0c84,"August 27, 2024",present
b662da02b2ac31a0d1e92c5cb92c0c84,"August 28, 2024",tardy
f1488709d79271a381fe70b0f84086ea,"August 27, 2024",present
f1488709d79271a381fe70b0f84086ea,"August 28, 2024",present
f5e2143889bad45cf04e188db1e5eb96,"August 27, 2024",tardy
f5e2143889bad45cf04e188db1e5eb96,"August 28, 2024",tardy
eef7681123d24ca9d5bd69f8c1ebc7d2,"August 27, 2024",present
eef7681123d24ca9d5bd69f8c1ebc7d2,"August 28, 2024",present
d34944292d902d30e584c0873c9abed8,"August 27, 2024",tardy
d34944292d902d30e584c0873c9abed8,"August 28, 2024",tardy
da9dab5972874f9b423fbd683653b946,"August 27, 2024",present
da9dab5972874f9b423fbd683653b946,"August 28, 2024",tardy
a234ecb09d6ad13bffbe976a075de0de,"August 27, 2024",present
a234ecb09d6ad13bffbe976a075de0de,"August 28, 2024",present
38a4cd3f46d67eaa9002a082dabfa5a0,"August 27, 2024",present
38a4cd3f46d67eaa9002a082dabfa5a0,"August 28, 2024",present
ff2ea522fa55f869e734c7ca9a59e468,"August 27, 2024",tardy
ff2ea522fa55f869e734c7ca9a59e468,"August 28, 2024",present
acc08892c021a99466c93715bf99b6b0,"August 27, 2024",tardy
acc08892c021a99466c93715bf99b6b0,"August 28, 2024",tardy
8fd65b0e93e82de596566b11401ea114,"August 27, 2024",tardy
8fd65b0e93e82de596566b11401ea114,"August 28, 2024",tardy
89a5668036e3f9baa73a194b18479de3,"August 27, 2024",present
89a5668036e3f9baa73a194b18479de3,"August 28, 2024",absent
141e4a4e8499397c3a268b2fe449a62f,"August 27, 2024",present
141e4a4e8499397c3a268b2fe449a62f,"August 28, 2024",present
e91ebe2a6adeb94ad9ff1c6d89adde13,"August 27, 2024",tardy
e91ebe2a6adeb94ad9ff1c6d89adde13,"August 28, 2024",present
5c229f6498aad26a99f29962e6bc1931,"August 27, 2024",present
5c229f6498aad26a99f29962e6bc1931,"August 28, 2024",present
9e8633d607cc055b8e25e1d395c62172,"August 27, 2024",present
9e8633d607cc055b8e25e1d395c62172,"August 28, 2024",present
97d6692c5568b2f820e50a4099650362,"August 27, 2024",present
97d6692c5568b2f820e50a4099650362,"August 28, 2024",present
da9dab5972874f9b423fbd683653b946,"August 27, 2024",absent
da9dab5972874f9b423fbd683653b946,"August 28, 2024",absent
da9dab5972874f9b423fbd683653b946,"August 27, 2024",absent
da9dab5972874f9b423fbd683653b946,"August 28, 2024",absent
a7ca66c539ebcaf86d06052859efe1cb,"August 27, 2024",tardy
a7ca66c539ebcaf86d06052859efe1cb,"August 28, 2024",tardy
3c454777c0d614e53b54c53802f79c09,"August 27, 2024",present
3c454777c0d614e53b54c53802f79c09,"August 28, 2024",present
254b6df729bc5a94cfcaeebb8ad82adc,"August 27, 2024",present
254b6df729bc5a94cfcaeebb8ad82adc,"August 28, 2024",tardy
da9dab5972874f9b423fbd683653b946,"August 27, 2024",absent
da9dab5972874f9b423fbd683653b946,"August 28, 2024",absent
441301ea17d71da718838fc67f752cd0,"August 27, 2024",absent
441301ea17d71da718838fc67f752cd0,"August 28, 2024",present
6e37854b28e7ba7bc820e45da0d0a0ed,"August 27, 2024",present
6e37854b28e7ba7bc820e45da0d0a0ed,"August 28, 2024",present
b7879d3c533c50dd257d36611c03562e,"August 27, 2024",present
b7879d3c533c50dd257d36611c03562e,"August 28, 2024",present
304e0f509f2cbcf48275a86c889b6fee,"August 27, 2024",present
304e0f509f2cbcf48275a86c889b6fee,"August 28, 2024",present
aa8667d694f0aed58cd79c690240871b,"August 27, 2024",present
aa8667d694f0aed58cd79c690240871b,"August 28, 2024",present
2e69b066e00ccad4370a3316771d599a,"August 27, 2024",present
2e69b066e00ccad4370a3316771d599a,"August 28, 2024",present
b8046a18531e18cf3d12509d2a8c68a2,"August 27, 2024",tardy
b8046a18531e18cf3d12509d2a8c68a2,"August 28, 2024",tardy
120bf71dcc35cf4f53d9bb27eb37139f,"August 27, 2024",present
120bf71dcc35cf4f53d9bb27eb37139f,"August 28, 2024",present
7c6f2a919ce6b0e1455184f4a979c4e6,"August 27, 2024",present
7c6f2a919ce6b0e1455184f4a979c4e6,"August 28, 2024",present
af6586f221d908bb4e1eec5f2e831eb8,"August 27, 2024",present
af6586f221d908bb4e1eec5f2e831eb8,"August 28, 2024",present
da9dab5972874f9b423fbd683653b946,"August 27, 2024",present
da9dab5972874f9b423fbd683653b946,"August 28, 2024",tardy
a62fd9ed9095ef2ac15026c9f4d5b8ef,"August 27, 2024",tardy
a62fd9ed9095ef2ac15026c9f4d5b8ef,"August 28, 2024",tardy
593dbdfa997982e8db761b2b923ca054,"August 27, 2024",present
593dbdfa997982e8db761b2b923ca054,"August 28, 2024",present
da9dab5972874f9b423fbd683653b946,"August 27, 2024",absent
da9dab5972874f9b423fbd683653b946,"August 28, 2024",absent
2edf99b519d4ab10100eef8bf71c2356,"August 27, 2024",tardy
2edf99b519d4ab10100eef8bf71c2356,"August 28, 2024",present
2a286a3a579a06f9ccd7bab9dd7ca778,"August 27, 2024",tardy
2a286a3a579a06f9ccd7bab9dd7ca778,"August 28, 2024",tardy
dea9b41fad8eaf2a448cf86f96f1cd05,"August 27, 2024",tardy
dea9b41fad8eaf2a448cf86f96f1cd05,"August 28, 2024",present
ae9099a6b5d81722db3cfb94716966e8,"August 27, 2024",present
ae9099a6b5d81722db3cfb94716966e8,"August 28, 2024",present
5883d9525edd7f97c897148d202113de,"August 27, 2024",tardy
5883d9525edd7f97c897148d202113de,"August 28, 2024",present
eb15c7b173b71cbae26555bc81873193,"August 27, 2024",present
eb15c7b173b71cbae26555bc81873193,"August 28, 2024",present
80ffdabcecbd0145edb1f971a1818499,"August 27, 2024",present
80ffdabcecbd0145edb1f971a1818499,"August 28, 2024",present
c063da7ab3f94d33962876ebe0a29277,"August 27, 2024",present
c063da7ab3f94d33962876ebe0a29277,"August 28, 2024",present
a67026ead97e26fddf75fdedf42545ec,"August 27, 2024",present
a67026ead97e26fddf75fdedf42545ec,"August 28, 2024",present
